ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude
10004154,JE960839,10/3/2022 4:36,6242X N MAIN ST,1411,WEAPONS VIOLATION,UNLAWFUL USE WEAPON,RESTAURANT,TRUE,FALSE,2290,23,25,56,16,224484,2318715,2022,10/3/2022 4:36,41.87158,-87.551591
10004155,JE187524,9/12/2019 12:56,4940X N MAIN ST,0765,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1410,25,41,18,7,224794,2319953,2019,9/12/2019 12:56,41.995367,-87.520546
10004156,JE860403,6/5/2017 8:53,3064X N MAIN ST,1787,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1240,25,40,73,7,224516,2318374,2017,6/5/2017 8:53,41.837458,-87.548313
10004157,JE772456,7/23/2019 8:22,3625X N MAIN ST,0809,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1810,20,32,1,22,223073,2320019,2019,7/23/2019 8:22,42.001941,-87.692644
10004158,JE439177,11/10/2019 23:18,4603X N MAIN ST,0183,CRIMINAL DAMAGE,TO VEHICLE,STREET,TRUE,FALSE,760,15,33,27,1,224186,2317373,2019,11/10/2019 23:18,41.737352,-87.581387
10004159,JE621612,9/30/2018 20:00,0343X N MAIN ST,0488,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $300,APARTMENT,FALSE,FALSE,1560,4,17,14,1,222018,2318702,2018,9/30/2018 20:00,,-87.798138
10004160,JE412046,10/14/2021 15:40,2739X N MAIN ST,1051,BURGLARY,UNLAWFUL ENTRY,STREET,TRUE,FALSE,1960,3,12,52,9,222244,2319183,2021,10/14/2021 15:40,41.918375,-87.775546
10004161,JE740891,4/10/2017 14:24,7103X N MAIN ST,1080,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,FALSE,FALSE,1090,16,41,24,13,222901,2317131,2017,4/10/2017 14:24,41.713178,-87.709818
10004162,JE316136,3/7/2017 0:00,3615X N MAIN ST,0371,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,2080,18,48,71,5,223980,2317116,2017,3/7/2017 0:00,41.711685,-87.601902
10004163,JE226485,1/5/2015 0:10,9880X N MAIN ST,1260,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,850,20,19,13,18,222744,2317897,2015,1/5/2015 0:10,41.789768,-87.725593
10004164,JE874914,2/26/2020 12:22,0682X N MAIN ST,1730,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,820,19,21,20,13,222596,2318799,2020,2/26/2020 12:22,41.879947,
10004165,JE693818,1/23/2017 18:53,5135X N MAIN ST,1555,THEFT,RETAIL THEFT,RESIDENCE,FALSE,FALSE,880,25,6,2,19,224208,2319727,2017,1/23/2017 18:53,41.972732,-87.579102
10004166,JE265700,7/17/2022 14:59,5528X N MAIN ST,1025,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $300,RESIDENCE,FALSE,FALSE,210,18,33,43,26,223786,2319881,2022,7/17/2022 14:59,41.988147,-87.621339
10004167,JE399476,3/3/2015 13:12,7908X N MAIN ST,1608,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $300,RESIDENCE,FALSE,FALSE,1960,25,48,10,3,225464,2318323,2015,3/3/2015 13:12,41.832361,-87.453553
10004168,JE345740,5/20/2017 13:01,8654X N MAIN ST,1380,THEFT,OVER $500,STREET,FALSE,FALSE,1020,21,37,43,23,224236,2318246,2017,5/20/2017 13:01,41.824685,-87.57637
10004169,JE587270,9/15/2022 11:08,2498X N MAIN ST,0401,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $300,STREET,FALSE,FALSE,2120,7,16,48,24,222469,2318277,2022,9/15/2022 11:08,41.827732,-87.753059
10004170,JE210691,6/18/2021 9:34,1966X N MAIN ST,0593,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,FALSE,FALSE,1680,19,32,61,26,224059,2319855,2021,6/18/2021 9:34,41.985517,-87.594042
10004171,JE508967,2/18/2020 20:38,7170X N MAIN ST,1192,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,720,13,1,71,23,225251,2317452,2020,2/18/2020 20:38,41.745204,-87.474818
10004172,JE445017,8/22/2023 20:24,1705X N MAIN ST,0723,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,760,17,25,44,15,224546,2319513,2023,8/22/2023 20:24,41.951399,-87.545307
10004173,JE167723,7/9/2019 8:09,5070X N MAIN ST,1484,BATTERY,AGGRAVATED,STREET,TRUE,FALSE,2260,18,41,39,26,223603,2319682,2019,7/9/2019 8:09,41.968211,-87.639661
10004174,JE281588,8/3/2021 15:32,9670X N MAIN ST,1152,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,FALSE,TRUE,630,1,49,1,17,225412,2319436,2021,8/3/2021 15:32,41.943681,-87.458775
10004175,JE707337,6/13/2017 20:37,9007X N MAIN ST,0337,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,290,23,41,57,19,222030,2319249,2017,6/13/2017 20:37,41.924942,-87.796933
10004176,JE889621,3/28/2015 6:40,4581X N MAIN ST,1270,CRIMINAL DAMAGE,TO PROPERTY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,230,10,19,31,6,224608,2319665,2015,3/28/2015 6:40,41.966533,-87.539158
10004177,JE248985,8/16/2021 1:10,8522X N MAIN ST,0675,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1760,9,49,15,26,225446,2318103,2021,8/16/2021 1:10,41.810388,-87.45539
10004178,JE948204,3/28/2019 6:37,2931X N MAIN ST,0659,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,FALSE,FALSE,1430,24,34,43,4,223358,2317732,2019,3/28/2019 6:37,41.773284,-87.664119
10004179,JE305323,10/19/2019 13:14,8029X N MAIN ST,0128,OTHER OFFENSE,HARASSMENT BY TELEPHONE,SIDEWALK,TRUE,FALSE,1980,11,31,38,3,223006,2319928,2019,10/19/2019 13:14,41.992811,-87.699368
10004180,JE730172,10/12/2016 20:11,4387X N MAIN ST,0350,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,420,12,35,27,17,223766,2318549,2016,10/12/2016 20:11,41.854992,-87.623323
10004181,JE531350,8/17/2017 22:20,4635X N MAIN ST,1712,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1920,14,27,65,9,224234,2318380,2017,8/17/2017 22:20,41.838088,-87.576598
10004182,JE930790,2/17/2017 16:10,1647X N MAIN ST,1689,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,TRUE,550,20,42,13,11,222685,2316826,2017,2/17/2017 16:10,41.682653,-87.731489
10004183,JE677674,7/24/2022 21:55,6024X N MAIN ST,1176,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,FALSE,TRUE,400,2,7,37,13,223588,2318162,2022,7/24/2022 21:55,41.816273,-87.6412
10004184,JE634115,5/12/2023 22:23,2671X N MAIN ST,1144,THEFT,RETAIL THEFT,STREET,FALSE,FALSE,340,9,4,69,4,224236,2318968,2023,5/12/2023 22:23,41.896849,-87.576362
10004185,JE619232,10/10/2018 14:27,6268X N MAIN ST,0909,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,TRUE,1250,4,26,72,19,223836,2317800,2018,10/10/2018 14:27,41.780057,-87.61632
10004186,JE637483,2/5/2022 0:35,7535X N MAIN ST,0283,THEFT,RETAIL THEFT,APARTMENT,TRUE,FALSE,2280,20,13,69,8,223475,2317925,2022,2/5/2022 0:35,41.792535,-87.652468
10004187,JE113236,12/23/2019 7:47,4187X N MAIN ST,1071,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,100,21,36,4,6,224310,2319479,2019,12/23/2019 7:47,41.947945,-87.568902
10004188,JE979319,1/22/2016 14:13,8376X N MAIN ST,0453,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,STREET,FALSE,FALSE,2360,3,48,39,24,223709,2318365,2016,1/22/2016 14:13,41.836553,-87.629072
10004189,JE757230,4/25/2018 2:19,9646X N MAIN ST,0707,BATTERY,AGGRAVATED,RESIDENCE,FALSE,TRUE,930,19,27,29,10,222046,2319020,2018,4/25/2018 2:19,41.902084,-87.795364
10004190,JE540185,3/6/2015 19:48,8618X N MAIN ST,1574,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,670,8,18,47,1,225230,2317524,2015,3/6/2015 19:48,41.752485,-87.476958
10004191,JE324895,1/31/2019 6:05,0432X N MAIN ST,1007,THEFT,$500 AND UNDER,STREET,TRUE,FALSE,2290,13,5,62,1,224937,2318301,2019,1/31/2019 6:05,41.830152,-87.506257
10004192,JE996327,5/8/2019 19:43,6780X N MAIN ST,0736,CRIMINAL DAMAGE,TO PROPERTY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1470,22,9,4,20,223795,2320153,2019,5/8/2019 19:43,42.015356,-87.62047
10004193,JE636754,6/21/2018 22:49,1731X N MAIN ST,1194,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,FALSE,FALSE,1100,20,9,29,25,224519,2318835,2018,6/21/2018 22:49,41.883557,-87.548001
10004194,JE622677,8/17/2015 15:20,7557X N MAIN ST,0450,BATTERY,DOMESTIC BATTERY SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,660,25,37,53,7,223605,2318925,2015,8/17/2015 15:20,41.892507,
10004195,JE793127,4/15/2015 14:45,4465X N MAIN ST,1296,ASSAULT,SIMPLE,RESIDENCE,TRUE,FALSE,850,4,31,21,7,222663,2318630,2015,4/15/2015 14:45,41.863084,-87.733673
10004196,JE544049,9/14/2015 6:28,8635X N MAIN ST,1987,THEFT,RETAIL THEFT,SIDEWALK,FALSE,FALSE,2190,15,9,13,23,223821,2321096,2015,9/14/2015 6:28,42.109675,-87.61784
10004197,JE861943,3/22/2021 11:36,0836X N MAIN ST,1752,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,FALSE,FALSE,1330,2,50,47,23,224169,2319244,2021,3/22/2021 11:36,41.924425,-87.583091
10004198,JE502756,10/12/2016 12:53,4560X N MAIN ST,0306,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,900,13,25,54,15,225310,2318708,2016,10/12/2016 12:53,41.870882,-87.468911
10004199,JE140874,11/21/2023 8:07,8097X N MAIN ST,0136,THEFT,OVER $500,APARTMENT,FALSE,TRUE,1860,22,2,44,21,222859,2318502,2023,11/21/2023 8:07,41.8503,-87.71403
10004200,JE943058,8/1/2023 6:23,6706X N MAIN ST,0473,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,FALSE,FALSE,2330,11,9,45,15,221572,2317394,2023,8/1/2023 6:23,41.739414,-87.842781
10004201,JE296642,12/23/2022 10:45,5689X N MAIN ST,1885,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,FALSE,FALSE,2140,21,33,34,18,223933,2317871,2022,12/23/2022 10:45,41.78719,
10004202,JE888360,9/26/2015 20:32,0165X N MAIN ST,1777,THEFT,OVER $500,APARTMENT,FALSE,FALSE,810,5,11,76,20,221978,2319532,2015,9/26/2015 20:32,41.953262,-87.80214
10004203,JE824503,1/21/2021 19:23,0055X N MAIN ST,0232,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $300,ALLEY,TRUE,FALSE,660,19,35,73,7,225207,2317540,2021,1/21/2021 19:23,41.754018,-87.47928
10004204,JE461439,1/31/2015 15:03,9080X N MAIN ST,0733,THEFT,RETAIL THEFT,STREET,FALSE,FALSE,2450,22,37,3,4,224021,2319140,2015,1/31/2015 15:03,41.914029,-87.597833
10004205,JE974608,10/21/2018 5:27,5767X N MAIN ST,1021,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $300,STREET,FALSE,FALSE,190,22,48,77,2,223150,2319839,2018,10/21/2018 5:27,41.983934,-87.684968
10004206,JE384409,8/8/2016 13:43,6405X N MAIN ST,0495,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,2290,3,50,77,25,221961,2318045,2016,8/8/2016 13:43,41.804507,-87.803841
10004207,JE656406,7/31/2023 17:12,8861X N MAIN ST,0484,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,1140,19,27,11,14,223736,2318780,2023,7/31/2023 17:12,41.878062,-87.626386
10004208,JE843826,12/29/2019 8:42,7499X N MAIN ST,0751,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1150,23,44,74,23,225906,2320117,2019,12/29/2019 8:42,42.011768,-87.409315
10004209,JE996121,1/6/2017 8:44,4458X N MAIN ST,1548,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,FALSE,1670,15,35,70,24,224571,2319639,2017,1/6/2017 8:44,41.963969,-87.542843
10004210,JE933538,1/30/2016 9:44,7286X N MAIN ST,1640,THEFT,OVER $500,SIDEWALK,TRUE,FALSE,190,12,3,69,26,223060,2319846,2016,1/30/2016 9:44,41.984631,-87.694
10004211,JE409636,10/16/2018 14:02,8754X N MAIN ST,0264,WEAPONS VIOLATION,UNLAWFUL USE WEAPON,RESIDENCE,FALSE,FALSE,2530,24,47,69,18,224405,2319297,2018,10/16/2018 14:02,41.929748,-87.559404
10004212,JE206349,12/16/2019 18:33,3699X N MAIN ST,1916,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2450,19,13,68,15,224153,2317595,2019,12/16/2019 18:33,41.759559,-87.584656
10004213,JE206149,1/8/2023 13:05,3945X N MAIN ST,0666,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2180,22,35,40,7,224939,2319359,2023,1/8/2023 13:05,41.93594,-87.506026
10004214,JE425752,12/15/2016 7:34,0273X N MAIN ST,0699,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,FALSE,FALSE,890,16,35,,22,223374,2318887,2016,12/15/2016 7:34,41.888775,-87.66253
10004215,JE795413,12/8/2019 9:59,2664X N MAIN ST,1086,BURGLARY,UNLAWFUL ENTRY,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,690,2,33,,1,223699,2320125,2019,12/8/2019 9:59,,
10004216,JE942513,4/30/2018 16:19,4080X N MAIN ST,1659,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,260,24,3,77,11,222873,2318209,2018,4/30/2018 16:19,41.820926,-87.712642
10004217,JE797614,4/21/2021 16:26,3084X N MAIN ST,0217,BATTERY,AGGRAVATED,SIDEWALK,FALSE,FALSE,1300,19,1,74,20,223721,2317625,2021,4/21/2021 16:26,41.762586,-87.627871
10004218,JE516069,5/28/2021 2:39,7306X N MAIN ST,0958,THEFT,FROM BUILDING,ALLEY,FALSE,TRUE,140,20,37,48,4,223607,2319660,2021,5/28/2021 2:39,41.966091,-87.639217
10004219,JE433985,1/6/2023 21:53,7905X N MAIN ST,1519,THEFT,OVER $500,STREET,FALSE,FALSE,270,,47,77,2,223806,2320281,2023,1/6/2023 21:53,42.028118,-87.619349
10004220,JE491769,2/2/2020 8:48,0382X N MAIN ST,0149,THEFT,FROM BUILDING,STREET,FALSE,FALSE,2050,9,20,36,3,224626,2317887,2020,2/2/2020 8:48,41.788704,-87.537309
10004221,JE862387,8/14/2023 20:24,7354X N MAIN ST,1934,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,TRUE,FALSE,1050,14,10,24,1,223593,2318838,2023,8/14/2023 20:24,41.883814,-87.640685
10004222,JE691869,1/23/2021 5:36,0359X N MAIN ST,0756,THEFT,OVER $500,APARTMENT,FALSE,FALSE,170,4,48,30,21,224400,2318493,2021,1/23/2021 5:36,41.84939,-87.559931
10004223,JE804404,4/23/2023 18:01,3548X N MAIN ST,0412,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,FALSE,FALSE,810,17,39,25,25,223488,2316954,2023,4/23/2023 18:01,41.695441,-87.651143
10004224,JE741030,5/26/2020 18:58,4440X N MAIN ST,0869,THEFT,RETAIL THEFT,SIDEWALK,FALSE,FALSE,1490,11,14,24,9,224437,2318934,2020,5/26/2020 18:58,41.893416,-87.556284
10004225,JE610353,8/31/2020 20:18,7231X N MAIN ST,0835,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,1720,10,28,45,17,221376,2318329,2020,8/31/2020 20:18,41.832992,-87.862342
10004226,JE192022,2/27/2021 21:23,9532X N MAIN ST,0467,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,FALSE,FALSE,1240,19,16,34,13,221291,2319565,2021,2/27/2021 21:23,41.956597,-87.870866
10004227,JE195631,4/26/2022 0:39,6530X N MAIN ST,0808,NARCOTICS,POSS: HEROIN(WHITE),STREET,FALSE,TRUE,1800,17,32,27,11,222686,2319118,2022,4/26/2022 0:39,41.911809,-87.731329
10004228,JE387037,5/22/2020 19:33,4664X N MAIN ST,1246,THEFT,$500 AND UNDER,APARTMENT,TRUE,FALSE,1800,16,29,39,15,223953,2317910,2020,5/22/2020 19:33,41.791086,-87.604612
10004229,JE302655,7/20/2021 14:28,1103X N MAIN ST,1172,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,FALSE,FALSE,2280,25,12,64,16,221477,2318727,2021,7/20/2021 14:28,41.872772,-87.852238
10004230,JE559375,8/13/2015 21:55,4633X N MAIN ST,1595,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESTAURANT,FALSE,FALSE,2530,1,22,4,22,223747,2318726,2015,8/13/2015 21:55,41.872644,-87.625277
10004231,JE524935,12/31/2020 21:18,3429X N MAIN ST,0636,ROBBERY,ARMED: HANDGUN,RESIDENCE,TRUE,FALSE,940,3,35,52,11,223508,2320121,2020,12/31/2020 21:18,42.012151,-87.649199
10004232,JE809527,12/18/2015 6:08,3825X N MAIN ST,1558,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,FALSE,FALSE,1700,20,33,62,20,224443,2317865,2015,12/18/2015 6:08,41.786531,-87.55569
10004233,JE926109,3/17/2023 14:27,1771X N MAIN ST,1985,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,1210,14,4,,16,223396,2318625,2023,3/17/2023 14:27,41.862517,-87.660331
10004234,JE138791,12/4/2018 5:36,1754X N MAIN ST,1937,THEFT,RETAIL THEFT,OTHER,FALSE,FALSE,950,12,45,22,6,224031,2317977,2018,12/4/2018 5:36,41.797722,-87.596875
10004235,JE451113,7/1/2016 22:16,2527X N MAIN ST,1509,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,1980,20,24,63,18,223782,2318515,2016,7/1/2016 22:16,41.85158,-87.621764
10004236,JE246353,3/12/2017 22:58,0094X N MAIN ST,1771,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,2140,15,46,,3,223732,2318303,2017,3/12/2017 22:58,41.830388,-87.626799
10004237,JE729942,7/25/2015 11:03,8501X N MAIN ST,0205,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,TRUE,TRUE,2050,18,17,57,22,222987,2318636,2015,7/25/2015 11:03,41.863635,-87.701266
10004238,JE820003,1/14/2019 18:28,3549X N MAIN ST,0406,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,FALSE,680,20,5,25,5,223103,2316931,2019,1/14/2019 18:28,41.693125,
10004239,JE536095,9/29/2015 6:35,6394X N MAIN ST,1288,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,OTHER,FALSE,FALSE,770,20,34,32,12,223454,2318471,2015,9/29/2015 6:35,41.847101,-87.654517
10004240,JE316336,11/17/2020 20:17,2265X N MAIN ST,1282,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,1260,11,33,35,25,222673,2318996,2020,11/17/2020 20:17,41.899605,-87.732608
10004241,JE755495,3/14/2016 11:57,2354X N MAIN ST,0631,BATTERY,SIMPLE,STREET,TRUE,FALSE,1100,20,34,36,12,222459,2319287,2016,3/14/2016 11:57,41.928707,-87.754087
10004242,JE952826,2/22/2023 14:01,0461X N MAIN ST,1274,NARCOTICS,POSS: HEROIN(WHITE),VEHICLE NON-COMMERCIAL,TRUE,FALSE,1440,7,4,54,5,222032,2320022,2023,2/22/2023 14:01,42.002296,-87.796753
10004243,JE286064,7/19/2019 15:46,4385X N MAIN ST,0648,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,FALSE,FALSE,1090,8,6,19,24,221894,2319215,2019,7/19/2019 15:46,41.921561,-87.810559
10004244,JE580805,7/26/2016 18:43,5009X N MAIN ST,1299,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,TRUE,FALSE,1550,2,38,67,3,223245,2318754,2016,7/26/2016 18:43,41.875469,-87.675407
10004245,JE245209,6/5/2015 2:11,8320X N MAIN ST,0824,BURGLARY,FORCIBLE ENTRY,STREET,TRUE,TRUE,1080,17,18,5,11,222387,2318983,2015,6/5/2015 2:11,41.898395,-87.761275
10004246,JE612286,5/8/2019 21:42,0129X N MAIN ST,0102,BATTERY,SIMPLE,STREET,TRUE,FALSE,2300,15,32,61,12,222014,2320166,2019,5/8/2019 21:42,42.016641,-87.79857
10004247,JE127875,7/9/2015 7:13,7796X N MAIN ST,0595,THEFT,RETAIL THEFT,STREET,TRUE,FALSE,2330,15,33,37,8,224543,2319400,2015,7/9/2015 7:13,41.94001,-87.545696
10004248,JE766708,11/16/2017 21:56,3592X N MAIN ST,0258,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,2190,7,9,28,8,224679,2319188,2017,11/16/2017 21:56,41.918873,-87.532042
10004249,JE604474,12/20/2018 21:51,3869X N MAIN ST,0212,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1500,11,35,23,3,223090,2318888,2018,12/20/2018 21:51,41.888815,-87.690969
10004250,JE672026,2/11/2018 16:48,2434X N MAIN ST,0383,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,FALSE,FALSE,330,5,44,11,5,223159,2318793,2018,2/11/2018 16:48,41.879364,-87.684035
10004251,JE822805,8/15/2020 17:32,3376X N MAIN ST,0142,CRIMINAL DAMAGE,TO VEHICLE,RETAIL STORE,FALSE,FALSE,400,9,8,17,25,222869,2318292,2020,8/15/2020 17:32,41.829205,-87.713039
10004252,JE622420,6/8/2022 18:26,3055X N MAIN ST,1823,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",APARTMENT,FALSE,FALSE,740,,22,39,24,223600,2319696,2022,6/8/2022 18:26,41.969673,-87.639935
10004253,JE980435,5/3/2022 11:38,1806X N MAIN ST,0865,ROBBERY,ARMED: HANDGUN,APARTMENT,TRUE,FALSE,1870,14,34,63,7,223963,2318480,2022,5/3/2022 11:38,41.848026,-87.603682
10004254,JE730599,5/7/2018 0:10,7033X N MAIN ST,1914,THEFT,FROM BUILDING,STREET,FALSE,FALSE,2520,9,28,68,10,222776,2318026,2018,5/7/2018 0:10,41.802641,-87.722346
10004255,JE301721,2/12/2016 20:51,5673X N MAIN ST,1236,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1380,23,31,18,13,225360,2318268,2016,2/12/2016 20:51,41.826811,-87.463913
10004256,JE764634,4/23/2020 18:22,1163X N MAIN ST,1340,THEFT,RETAIL THEFT,STREET,FALSE,FALSE,880,6,8,1,6,223054,2319055,2020,4/23/2020 18:22,41.905537,-87.694503
10004257,JE132517,10/27/2016 21:59,8006X N MAIN ST,0610,BATTERY,AGGRAVATED,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1160,24,50,40,19,223745,2320395,2016,10/27/2016 21:59,42.039522,-87.625409
10004258,JE863518,4/10/2022 9:39,1917X N MAIN ST,1253,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,FALSE,FALSE,1790,21,18,29,24,224316,2317594,2022,4/10/2022 9:39,41.759423,-87.568317
10004259,JE926495,11/16/2018 11:26,0437X N MAIN ST,0452,BURGLARY,UNLAWFUL ENTRY,OTHER,TRUE,TRUE,290,4,33,61,1,221149,2319800,2018,11/16/2018 11:26,41.980025,-87.885054
10004260,JE157733,6/14/2015 14:34,5881X N MAIN ST,0582,BURGLARY,FORCIBLE ENTRY,VEHICLE NON-COMMERCIAL,TRUE,TRUE,520,2,35,76,8,223637,2317256,2015,6/14/2015 14:34,41.725667,-87.636237
10004261,JE405624,8/5/2023 7:03,6958X N MAIN ST,0884,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,1240,4,1,12,10,224098,2319888,2023,8/5/2023 7:03,41.98889,-87.590137
10004262,JE906320,12/15/2017 7:51,1996X N MAIN ST,1952,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,FALSE,FALSE,1550,2,26,54,11,223241,2319015,2017,12/15/2017 7:51,41.901565,-87.675858
10004263,JE851798,12/14/2020 10:40,7039X N MAIN ST,1695,THEFT,RETAIL THEFT,RESIDENCE,FALSE,TRUE,1290,7,8,55,1,223739,2318795,2020,12/14/2020 10:40,41.879527,-87.626043
10004264,JE116368,8/6/2015 11:09,6454X N MAIN ST,1784,BATTERY,DOMESTIC BATTERY SIMPLE,RETAIL STORE,FALSE,FALSE,610,5,48,60,26,221859,2318946,2015,8/6/2015 11:09,41.894694,-87.814003
10004265,JE192290,9/30/2022 3:44,7004X N MAIN ST,1346,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,2090,25,41,41,14,225246,2318843,2022,9/30/2022 3:44,41.884331,-87.475391
10004266,JE531735,8/30/2019 0:24,1968X N MAIN ST,0669,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,1390,10,1,3,1,225505,2318146,2019,8/30/2019 0:24,41.814664,-87.449496
10004267,JE375872,10/28/2022 15:07,3136X N MAIN ST,1016,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1350,24,7,3,25,222251,2318991,2022,10/28/2022 15:07,41.899111,-87.774802
10004268,JE334045,12/31/2016 23:12,7879X N MAIN ST,0975,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,TRUE,FALSE,2410,6,42,19,7,223324,2318628,2016,12/31/2016 23:12,41.862821,-87.667501
10004269,JE617798,7/1/2015 9:07,6634X N MAIN ST,0855,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,TRUE,FALSE,1170,14,6,6,23,222326,2318250,2015,7/1/2015 9:07,41.825033,-87.767315
10004270,JE655400,12/10/2018 20:38,6246X N MAIN ST,0433,ASSAULT,SIMPLE,STREET,FALSE,FALSE,780,16,39,31,20,224370,2320486,2018,12/10/2018 20:38,42.048675,-87.562906
10004271,JE158817,5/19/2018 15:32,2104X N MAIN ST,0908,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,FALSE,FALSE,1740,22,25,29,3,223417,2317717,2018,5/19/2018 15:32,41.771751,-87.658251
